candidate_intent,current_customer_message,conversation_context,historical_brand_response
other,@118919 @119356 https://t.co/nei7OW1h0M,"Customer: @118919 @119356 अगर आप नोकिया 6 mobile को समय पर नही पहुंचा पाते हैं customer को तो क्यों आप नोकिया का फ़ोन बेचते है
Customer: @118919 @119356 https://t.co/nei7OW1h0M",@119355 Have you reached out to our support team as suggested earlier? ^RW
other,Amazonの予約注文ってカード払いにしてたら配送と同時に支払われるやつ？,Customer: Amazonの予約注文ってカード払いにしてたら配送と同時に支払われるやつ？,@120471 クレジットカードへの請求は「ご注文された商品が出荷された時点」です。https://t.co/uNFS1FEuqs なおクレジットカード以外のカードの場合は承認時点でプリペイドカード残高から引き落としされます。https://t.co/VgtjcXZMwY TN
other,Hey @115850 any plans of restocking @120473 DVDs ? #ImpracticalJokers,Customer: Hey @115850 any plans of restocking @120473 DVDs ? #ImpracticalJokers,@120472 We haven't announced any updates regarding this. Please stay tuned. ^SH
other,@AmazonHelp i have :),"Customer: @120474 why isn’t the brighton morrissey date on the presale website?
AmazonHelp: @120463 Pls reach out here so we can check this for you https://t.co/M1i6lqXZWY ^KM
Customer: @AmazonHelp i have :)","@120463 ok, and were you given some information? ^AS"
other,amazonの返品ってクレカないとできいないの・,Customer: amazonの返品ってクレカないとできいないの・,@120531 アマゾンです。返品または交換どちらをご希望ですか？お手続き方法はこちらをご参照ください。https://t.co/ARwqzY3HrV ご不明な点がありましたら、ご遠慮なくお問い合わせください。ET
other,@AmazonHelp 同じ商品と交換したいのですが、返品の際にクレジットカードの選択画面が出てきます。 クレジットカードを持っていないのですが、クレジットカードが無いと返品できないのでしょうか？,"Customer: amazonの返品ってクレカないとできいないの・
AmazonHelp: @120531 アマゾンです。返品または交換どちらをご希望ですか？お手続き方法はこちらをご参照ください。https://t.co/ARwqzY3HrV ご不明な点がありましたら、ご遠慮なくお問い合わせください。ET
Customer: @AmazonHelp 同じ商品と交換したいのですが、返品の際にクレジットカードの選択画面が出てきます。 クレジットカードを持っていないのですが、クレジットカードが無いと返品できないのでしょうか？",@120531 お手数おかけしております。 カードをお持ちではないとのことなので、ご注文内容含めご確認のうえ、ご案内させていただきます。 よろしければ、下記URLよりカスタマーサービスにご連絡ください。 https://t.co/bwBU0NvYIn TY
other,@1385 @116313 （待って……さっきからアマゾンさんの垢巻き込みまくってるこのリプ合戦……ふるえ）,Customer: @1385 @116313 （待って……さっきからアマゾンさんの垢巻き込みまくってるこのリプ合戦……ふるえ）,@120537 @1385 (◍•ᴗ•◍) ET
shipping_speed,@AmazonHelp please ship this today ORDER # 408-8285636-6191504,Customer: @AmazonHelp please ship this today ORDER # 408-8285636-6191504,"@120538 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW"
shipping_speed,@AmazonHelp please ship this today ORDER # 408-8285636-6191504,Customer: @AmazonHelp please ship this today ORDER # 408-8285636-6191504,@120538 Request you to wait till estimate delivery date for an update. I'm positive that it will be delivered accordingly. ^RW
product_device_issue,"So Echo Dot in India only has skills if you necessarily use the English (India) language option, any update to fix that @115821?","Customer: So Echo Dot in India only has skills if you necessarily use the English (India) language option, any update to fix that @115821?","@120541 a degraded experience. So for the best experience, you need both PFM India and language English India. (3/3) ^VM"
product_device_issue,@AmazonHelp Well my country is selected as India and my language is English (UK) and when I go to skills I get this: https://t.co/ydfxKirxDn,"Customer: So Echo Dot in India only has skills if you necessarily use the English (India) language option, any update to fix that @115821?
AmazonHelp: @120541 a degraded experience. So for the best experience, you need both PFM India and language English India. (3/3) ^VM
Customer: @AmazonHelp Well my country is selected as India and my language is English (UK) and when I go to skills I get this: https://t.co/ydfxKirxDn",@120541 Please get in touch with us via https://t.co/TxK11znixD and we'll check this out. ^AM
delivery_delay,@AmazonHelp Arriving today. That's all it's said since this morning. My mum is waiting in as is still waiting. Just a rough time frame would be kind,"Customer: @115830 can you let me know the status of parcel #Q40724393184. Thank you x
AmazonHelp: @120542 I'm so sorry! We don't have access to order information via Twitter. What does the tracking show here? https://t.co/aaDyEz1VgE ^TK
Customer: @AmazonHelp Arriving today. That's all it's said since this morning. My mum is waiting in as is still waiting. Just a rough time frame would be kind",@120542 I understand. Parcels can be delivered up to 21:00. Please let us know if the order does not arrive by that time. ^AL
other,@115830 can you let me know the status of parcel #Q40724393184. Thank you x,Customer: @115830 can you let me know the status of parcel #Q40724393184. Thank you x,@120542 I'm so sorry! We don't have access to order information via Twitter. What does the tracking show here? https://t.co/aaDyEz1VgE ^TK
product_device_issue,@115850 Echo Dot arrived early 11:30 AM all thanks to @120543 👏 https://t.co/amtySnTsFd,"Customer: Amazon Echo arrives today, but complete bummer won’t be there to try it #aerolife
Customer: @115850 Echo Dot arrived early 11:30 AM all thanks to @120543 👏 https://t.co/amtySnTsFd",@12564 Woohoo! That's awesome! I hope if you ever need anything you will let us know. :-) ^AK
product_device_issue,"So Echo Dot in India only has skills if you necessarily use the English (India) language option, any update to fix that @115821?","Customer: So Echo Dot in India only has skills if you necessarily use the English (India) language option, any update to fix that @115821?","@120541 India preferred market place. However, if you have PFM India but not English India, you will still have.(2/3)^VM"
product_device_issue,"So Echo Dot in India only has skills if you necessarily use the English (India) language option, any update to fix that @115821?","Customer: So Echo Dot in India only has skills if you necessarily use the English (India) language option, any update to fix that @115821?","@120541 For the India skills, you don't necessarily need to have English India as language. What you need is (1/3) ^VM"
other,amazonから配達完了通知きたけど何買ったから覚えて🍆,Customer: amazonから配達完了通知きたけど何買ったから覚えて🍆,@120544 突然失礼いたします、公式サポートです。アカウントサービスの「注文履歴」にて、これまでご注文いただいた商品の履歴がご確認いただけます。https://t.co/MaBXKdGnZo TN
other,@AmazonHelp Hey I have filled the form multiple times do I look like a fool to fill again and again. Give a resolution that's it,"Customer: With regards to order ending with 5905 where it shows @115850 is purchasing products 4m portals like ebay &amp; selling over their portal https://t.co/yPHufZg7Jy
AmazonHelp: @118505 That's strange! We'd like to investigate this issue further. Please contact us here: https://t.co/vlvfJr4nN9. ^ZH
Customer: @AmazonHelp Hey I have filled the form multiple times do I look like a fool to fill again and again. Give a resolution that's it","@118505 As you have filled the form, you will receive an email here: https://t.co/qrNGs448NG ^RW"
other,@AmazonHelp Ur customer care is disconnecting my call by saying that we would not be able to give you any further I sight over this issue.Please explain,"Customer: @AmazonHelp Hey I have filled the form multiple times do I look like a fool to fill again and again. Give a resolution that's it
AmazonHelp: @118505 As you have filled the form, you will receive an email here: https://t.co/qrNGs448NG ^RW
Customer: @AmazonHelp Ur customer care is disconnecting my call by saying that we would not be able to give you any further I sight over this issue.Please explain",@118505 be able to provide any further insight on this. 2/2 ^SH
other,@AmazonHelp Ur customer care is disconnecting my call by saying that we would not be able to give you any further I sight over this issue.Please explain,"Customer: @AmazonHelp Hey I have filled the form multiple times do I look like a fool to fill again and again. Give a resolution that's it
AmazonHelp: @118505 As you have filled the form, you will receive an email here: https://t.co/qrNGs448NG ^RW
Customer: @AmazonHelp Ur customer care is disconnecting my call by saying that we would not be able to give you any further I sight over this issue.Please explain",@118505 The resolution provided by our specialist team over the email is the best we can offer. I'm sorry we'll not 1/2 ^SH
account_access,"@AmazonHelp Hi? I sent in the email but still no reply 20 hours later. Please help out with this, it's really urgent. THanks","Customer: @115821 Better yet, what's you customer support email so we can communicate via email? Thanks
AmazonHelp: @120609 Sorry for the trouble with your account! You're welcome to reach out to us here: https://t.co/jzvkhdlrK5 ^BG
Customer: @AmazonHelp Hi? I sent in the email but still no reply 20 hours later. Please help out with this, it's really urgent. THanks",@120609 Hi. I'm sorry to hear that. Have you tried by phone/chat for a swifter response? ^DC
payment_billing,"@115821 Better yet, what's you customer support email so we can communicate via email? Thanks","Customer: Hi @115821, you guys told me to send you a fax with my billing card statement but I don't have access to one atm. Any alternate method?
Customer: @115821 Better yet, what's you customer support email so we can communicate via email? Thanks",@120609 Sorry for the trouble with your account! You're welcome to reach out to us here: https://t.co/jzvkhdlrK5 ^BG
other,@AmazonHelp Malheureusement non !,"Customer: Bonjour @120533 ! C’est fâcheux de prendre La Poste pour les livraisons expresses la veille des jours fériés... https://t.co/aULnltgh5W
AmazonHelp: @120611 Bonjour Guillaume, je suis désolé pour cela. Etiez-vous présent lors du passage du livreur? ^ARC
Customer: @AmazonHelp Malheureusement non !",@120611 Vous pouvez contacter la poste afin de demander une relivraison ou un dépôt en bureau de poste. ^ARC
other,Dearest @115850 this is not expected from you guys. This package was supposed to reach me by Fri. Havent yet got an update! https://t.co/QvgTdMpWUi,Customer: Dearest @115850 this is not expected from you guys. This package was supposed to reach me by Fri. Havent yet got an update! https://t.co/QvgTdMpWUi,"@120613 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW"
other,Dearest @115850 this is not expected from you guys. This package was supposed to reach me by Fri. Havent yet got an update! https://t.co/QvgTdMpWUi,Customer: Dearest @115850 this is not expected from you guys. This package was supposed to reach me by Fri. Havent yet got an update! https://t.co/QvgTdMpWUi,@120613 I'm sorry for the delay with your order. Please reach out to our support team here: https://t.co/2t6DQoUmNZ for assistance.^RW
customer_service_escalation,"@AmazonHelp I did provide details and was promised a call back in 7 hours. Well, 24 has passed. This is ugly customer service.","Customer: @AmazonHelp I did call the customer service. But, they were unable to provide any update!
AmazonHelp: @120613 I'd like to look into the issue and assist you with it. Please provide your details here: https://t.co/FOWMWAwwM3 1/2 ^SH
Customer: @AmazonHelp I did provide details and was promised a call back in 7 hours. Well, 24 has passed. This is ugly customer service.",@120613 Sorry about that. Could you please check if you've received an email in response to the details you shared earlier? ^NR
refund_return,@AmazonHelp I did recieve an email indicating the package is being returned to the fulfillment centre. What type of nonsense is this?,"Customer: @AmazonHelp I did provide details and was promised a call back in 7 hours. Well, 24 has passed. This is ugly customer service.
AmazonHelp: @120613 Sorry about that. Could you please check if you've received an email in response to the details you shared earlier? ^NR
Customer: @AmazonHelp I did recieve an email indicating the package is being returned to the fulfillment centre. What type of nonsense is this?","@120613 If you've provided the details earlier in the link, you should've received an email from the social media team. ^NR"
refund_return,"@AmazonHelp Ok, so you are now foubting whether i provided details or not. Thank you for your wonderful service. Such wonderful new lows.","Customer: @AmazonHelp I did recieve an email indicating the package is being returned to the fulfillment centre. What type of nonsense is this?
AmazonHelp: @120613 If you've provided the details earlier in the link, you should've received an email from the social media team. ^NR
Customer: @AmazonHelp Ok, so you are now foubting whether i provided details or not. Thank you for your wonderful service. Such wonderful new lows.","@120613 We'll not be able to access your account over social media, Ananya. Please reply to the email and we'll get back to you. ^HD"
other,@AmazonHelp The problem is with the router that i ordered. Which is dispatched back to your fulfillment centre! Without my permission! Pathetic service!,"Customer: @AmazonHelp I have not recieved a mail. I cannot reply to a mythical mail, right?
AmazonHelp: @120613 to locate the email then please resubmit the details in the link provided by ^SH and we'll reach out to you. (2/2) ^KA
Customer: @AmazonHelp The problem is with the router that i ordered. Which is dispatched back to your fulfillment centre! Without my permission! Pathetic service!",@120613 Please provide your details here: https://t.co/beaaDm0muc &amp; we'll reach out to you again &amp; assist you with your concern.^SF
other,"@AmazonHelp This is da third time am providng the details. Sorry, but i donot have the time.If i dont get the product,i wll make sure you guys regret it","Customer: @AmazonHelp The problem is with the router that i ordered. Which is dispatched back to your fulfillment centre! Without my permission! Pathetic service!
AmazonHelp: @120613 Please provide your details here: https://t.co/beaaDm0muc &amp; we'll reach out to you again &amp; assist you with your concern.^SF
Customer: @AmazonHelp This is da third time am providng the details. Sorry, but i donot have the time.If i dont get the product,i wll make sure you guys regret it",@120613 can look into the issue and get back to you. 2/2 ^SH
other,@AmazonHelp I have sent it again.,"Customer: @AmazonHelp This is da third time am providng the details. Sorry, but i donot have the time.If i dont get the product,i wll make sure you guys regret it
AmazonHelp: @120613 can look into the issue and get back to you. 2/2 ^SH
Customer: @AmazonHelp I have sent it again.",@120613 Thank you for sharing the details. We're working on it &amp; we'll get back to you soon with an update. ^SY
other,@AmazonHelp How soon?,"Customer: @AmazonHelp I have sent it again.
AmazonHelp: @120613 Thank you for sharing the details. We're working on it &amp; we'll get back to you soon with an update. ^SY
Customer: @AmazonHelp How soon?","@120613 Please allow us 6-12 hours to get back to you with an update. Appreciate your patience, Ananya. ^JC"
other,"@AmazonHelp This is da third time am providng the details. Sorry, but i donot have the time.If i dont get the product,i wll make sure you guys regret it","Customer: @AmazonHelp The problem is with the router that i ordered. Which is dispatched back to your fulfillment centre! Without my permission! Pathetic service!
AmazonHelp: @120613 Please provide your details here: https://t.co/beaaDm0muc &amp; we'll reach out to you again &amp; assist you with your concern.^SF
Customer: @AmazonHelp This is da third time am providng the details. Sorry, but i donot have the time.If i dont get the product,i wll make sure you guys regret it",@120613 We haven't received your details yet. Kindly share your details through the link provided above so that we 1/2 ^SH
other,"Thanks @115821 for your ""Same Day Delivery""!! It's not like I was hoping to get my order on my day off or anything. #AMZLFail https://t.co/ewUKuXuRzh","Customer: Thanks @115821 for your ""Same Day Delivery""!! It's not like I was hoping to get my order on my day off or anything. #AMZLFail https://t.co/ewUKuXuRzh","@120616 sorry to hear that, sometimes delays happen for unforeseen reasons. ^AS"
other,@116313 送料を顧客が払えるオプションつけてくれません？,Customer: @116313 送料を顧客が払えるオプションつけてくれません？,"@120617 あゆむん。さま、通常配送でご注文金額が2,000円(税込)以上に満たない場合、配送料をご請求させていただいております。配送について詳しくはこちらをご参照ください。https://t.co/0DMnosZ9xU ET"
account_access,@AmazonHelp I have the parcel now but my point is that I’m paying a monthly fee for a service that I’m not getting the benefit of,"Customer: @AmazonHelp I assumed your previous question meant you were going to do something...? https://t.co/Ry03t6eDaK
AmazonHelp: @120620 I'm afraid we can't access order/account info here. What does the new update indicate? ^DC
Customer: @AmazonHelp I have the parcel now but my point is that I’m paying a monthly fee for a service that I’m not getting the benefit of","@120620 Sorry, did you report the delay to us: https://t.co/JzP7hlA23B? Here's a list of all Prime benefits: https://t.co/1F8zzRxUMC!^JJ"
other,@AmazonHelp Valeu pela dica 😉,"Customer: @AmazonHelp Ainda tenho que me decidir, os dois livros parecem ser incríveis.
AmazonHelp: @120621 Decisão dificil né Tiago? Eu fiz uma pesquisa e o livro ""O Senhor das Moscas"" parece muito interessante 😉. ^AZ
Customer: @AmazonHelp Valeu pela dica 😉",@120621 Depois nós conta o que achou do livro. 😊 ^DA
other,@AmazonHelp Zu spät. 🙈😂,"Customer: @AmazonHelp P.s hat funktioniert mit dem Konto aufladen!
AmazonHelp: @120682 Super, das freut mich! Gib aber nicht gleich alles auf einmal aus 😉 ^DW
Customer: @AmazonHelp Zu spät. 🙈😂",@120682 Ich beschwer mich da jetzt mal nicht drüber 🤣 ^AN
other,@115821 My package has this damage at reception. https://t.co/wV1FoIw6UO,Customer: @115821 My package has this damage at reception. https://t.co/wV1FoIw6UO,@120684 I'm sorry that you have received a damaged product. Please report this to our support team here: https://t.co/rS49hgaADF ^VH
refund_return,@AmazonHelp I have clearly mentioned that I need the book for studies in next few days atleast. So I can not afford to return. And rather what solution I got from you is return of that order which I could have done anyway. I want different solution so I contacted you.,"Customer: @AmazonHelp I received product with torn package with clear damage however small though. Proper care was not taken while delivering. And now if I replace product it will take 5-7 days atleast which I can not afford. I have no option but to keep it and suffer due to bad practise in delivery.
AmazonHelp: @120684 Kindly connect with us here: https://t.co/TdDksLo6Mf &amp; provide packaging feedback here: https://t.co/TdDksLo6Mf. 2/2 ^PS
Customer: @AmazonHelp I have clearly mentioned that I need the book for studies in next few days atleast. So I can not afford to return. And rather what solution I got from you is return of that order which I could have done anyway. I want different solution so I contacted you.",@120684 Kindly make a request for it here: https://t.co/dgreAZQ5qf within the return window and we'll oblige. 2/2 ^AB
refund_return,@AmazonHelp I have clearly mentioned that I need the book for studies in next few days atleast. So I can not afford to return. And rather what solution I got from you is return of that order which I could have done anyway. I want different solution so I contacted you.,"Customer: @AmazonHelp I received product with torn package with clear damage however small though. Proper care was not taken while delivering. And now if I replace product it will take 5-7 days atleast which I can not afford. I have no option but to keep it and suffer due to bad practise in delivery.
AmazonHelp: @120684 Kindly connect with us here: https://t.co/TdDksLo6Mf &amp; provide packaging feedback here: https://t.co/TdDksLo6Mf. 2/2 ^PS
Customer: @AmazonHelp I have clearly mentioned that I need the book for studies in next few days atleast. So I can not afford to return. And rather what solution I got from you is return of that order which I could have done anyway. I want different solution so I contacted you.",@120684 Arranging a refund/replacement on the order would be the best resolution possible in this case. 1/2 ^AB
refund_return,"@AmazonHelp If such is the case I regret my order with Amazon. I was thinking more of a better solution such as delivering product again and then collecting the first one. Since I need the book for study, I can not waste time returning it. I can only regret about my choice about Amazon.","Customer: @AmazonHelp I have clearly mentioned that I need the book for studies in next few days atleast. So I can not afford to return. And rather what solution I got from you is return of that order which I could have done anyway. I want different solution so I contacted you.
AmazonHelp: @120684 Arranging a refund/replacement on the order would be the best resolution possible in this case. 1/2 ^AB
Customer: @AmazonHelp If such is the case I regret my order with Amazon. I was thinking more of a better solution such as delivering product again and then collecting the first one. Since I need the book for study, I can not waste time returning it. I can only regret about my choice about Amazon.",@120684 Kindly refer: https://t.co/wM1yebus27 for more information on the return policies. (2/2)^AU
refund_return,"@AmazonHelp If such is the case I regret my order with Amazon. I was thinking more of a better solution such as delivering product again and then collecting the first one. Since I need the book for study, I can not waste time returning it. I can only regret about my choice about Amazon.","Customer: @AmazonHelp I have clearly mentioned that I need the book for studies in next few days atleast. So I can not afford to return. And rather what solution I got from you is return of that order which I could have done anyway. I want different solution so I contacted you.
AmazonHelp: @120684 Arranging a refund/replacement on the order would be the best resolution possible in this case. 1/2 ^AB
Customer: @AmazonHelp If such is the case I regret my order with Amazon. I was thinking more of a better solution such as delivering product again and then collecting the first one. Since I need the book for study, I can not waste time returning it. I can only regret about my choice about Amazon.",@120684 The replacement order could be released only when the original product is picked up and is returned to us.(1/2)^AU
other,"@120688 @AmazonHelp @1386 As discussed over call, I have sent email @AmazonHelp - As explained the vouchers of 1000 has not been issued by them. Request you to help.","Customer: @AmazonHelp @1386 @AmazonHelp On what basis has the vouchers beeing deemed active @120688 Please come and explain. Why are we in loss
Customer: @120687 @AmazonHelp @1386 We apologize for the inconvenience caused to you please share in your contact details so that our customer team can assist you.
Customer: @120688 @AmazonHelp @1386 As discussed over call, I have sent email @AmazonHelp - As explained the vouchers of 1000 has not been issued by them. Request you to help.",@120687 Thanks for the update. We'll check and get back to you at the earliest. ^SC
product_device_issue,Friend has received his Amazon Echo Plus shipment in the morning today. Still waiting for my dot.,Customer: Friend has received his Amazon Echo Plus shipment in the morning today. Still waiting for my dot.,@120689 Could you please confirm if we have missed the mentioned time frame? 2/2 ^AH
product_device_issue,Friend has received his Amazon Echo Plus shipment in the morning today. Still waiting for my dot.,Customer: Friend has received his Amazon Echo Plus shipment in the morning today. Still waiting for my dot.,@120689 Our products are shipped on time so that they can reach you by the estimated delivery date. 1/2 ^AH
refund_return,@AmazonHelp You give me only one answer but please help for pick up,"Customer: @AmazonHelp My return date is near so please fast proccess.
AmazonHelp: @120261 We'd like to help you. If the details are shared with us from the link provided, we'll get back soon with an update. ^BS
Customer: @AmazonHelp You give me only one answer but please help for pick up","@120261 Dharmesh, please know that we won't be abel to access your account details from Twitter. Hence, kindly share the details. ^MS"
customer_service_escalation,@115821 Why does not Amazon support the Arabic language knowing that many customers have 85% of the Arabs? @AmazonHelp,Customer: @115821 Why does not Amazon support the Arabic language knowing that many customers have 85% of the Arabs? @AmazonHelp,"@120694 Hi, I'll be sure to pass your feedback on, thanks. ^AS"
other,@118919 @115850 @120697 Pathetic service from Amazon...,"Customer: Amit Agarwal, SVP &amp; Country Head, @115850 in conversation with @120697 https://t.co/qlXKIW2Ack
Customer: @118919 @115850 @120697 Pathetic service from Amazon...",@120696 I understand your concern. Kindly fill in your details through the link provided earlier &amp; we'll contact you soon. ^SY
other,cheat trick by @115850 https://t.co/y0ZokMT4SH,Customer: cheat trick by @115850 https://t.co/y0ZokMT4SH,"@120698 Also, please don't provide your order details as its personal info. Our Twitter page is visible to the public. 2/2 ^AB"
other,cheat trick by @115850 https://t.co/y0ZokMT4SH,Customer: cheat trick by @115850 https://t.co/y0ZokMT4SH,@120698 I'd like to take a closer look into it. Please fill in this form: https://t.co/GIJyeYqKE0 and I'll revert shortly. 1/2 ^AB
shipping_speed,"No, @115821, 2 day shipping doesn't mean it should arrive next Monday, much less next Tuesday. I guess I'm going to a store for that gift.","Customer: No, @115821, 2 day shipping doesn't mean it should arrive next Monday, much less next Tuesday. I guess I'm going to a store for that gift.","@120699 Hi, apologies, the shipping speed refers to time in transit but doesn't include the time an order takes to dispatch. ^JJ"
refund_return,@AmazonHelp Today when I was checking my ordereds I've come to know that refund not initiated for this product. When I called to customer care they said there is problem with product. I dont understand what's happening.,"Customer: @AmazonHelp Yes I've already contacted my bank and they are saying.. no such transaction we can see from Amazon
AmazonHelp: @120700 In that case, I request you to file a charge dispute, the bank will help you further. Appreciate your cooperation. ^BS
Customer: @AmazonHelp Today when I was checking my ordereds I've come to know that refund not initiated for this product. When I called to customer care they said there is problem with product. I dont understand what's happening.",@120700 We've responded to you via DM. Please check. ^SG
delivery_not_received,@AmazonHelp Kindly see this picture.. what kind of crap is this . I haven't received refund for this product.its been two months . https://t.co/7b9FuW1gyI,"Customer: @AmazonHelp Yes I've already contacted my bank and they are saying.. no such transaction we can see from Amazon
AmazonHelp: @120700 In that case, I request you to file a charge dispute, the bank will help you further. Appreciate your cooperation. ^BS
Customer: @AmazonHelp Kindly see this picture.. what kind of crap is this . I haven't received refund for this product.its been two months . https://t.co/7b9FuW1gyI",@120700 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. ^CB
other,@AmazonHelp Hellos idiots... 9762642673 I got this number today for the delivery guy...from past 2hours he's saying he's coming in 2min...what the fuck is wrong with u shameless people...don't write words of empathy,"Customer: @AmazonHelp Ohhh so this how u treat a prime customer...unless u provide me resolution don't reply on this and also I am tagging big people from Amazon to look into it...stop send me tweets with empathy...I don't need it...m the customer, I'll go somewhere else
AmazonHelp: @120701 As the details are shared from the link mentioned earlier, we'd get back to you soon with an update. ^BS
Customer: @AmazonHelp Hellos idiots... 9762642673 I got this number today for the delivery guy...from past 2hours he's saying he's coming in 2min...what the fuck is wrong with u shameless people...don't write words of empathy","@120701 Apologies, please fill this form: https://t.co/beaaDm0muc and we'll get back to you right away. ^SI"
other,@AmazonHelp 9762642673 call on this number n tell him to deliver,"Customer: @AmazonHelp Hellos idiots... 9762642673 I got this number today for the delivery guy...from past 2hours he's saying he's coming in 2min...what the fuck is wrong with u shameless people...don't write words of empathy
AmazonHelp: @120701 Apologies, please fill this form: https://t.co/beaaDm0muc and we'll get back to you right away. ^SI
Customer: @AmazonHelp 9762642673 call on this number n tell him to deliver",@120701 communication here: https://t.co/tDZub8qgAx. Appreciate your patience. ^RW 2/2
other,@AmazonHelp Good morning Amazon idiots... third day in a row... today's delivery guys number 70385 67720....can u idiots call him and ask him to deliver... Bunch of incompetetive morons...get this sorted out today...n don't use empathy n sympathy,"Customer: @AmazonHelp 9762642673 call on this number n tell him to deliver
AmazonHelp: @120701 communication here: https://t.co/tDZub8qgAx. Appreciate your patience. ^RW 2/2
Customer: @AmazonHelp Good morning Amazon idiots... third day in a row... today's delivery guys number 70385 67720....can u idiots call him and ask him to deliver... Bunch of incompetetive morons...get this sorted out today...n don't use empathy n sympathy","@120701 I get your concern, please check for an email from our team here: https://t.co/NTkrxpsbHJ. ^PS"
other,"@AmazonHelp Allrite..I understand that you are a special child, we will do it once again for you..here are the order details: 171-0365118-2187508. For one last time I m telling u, I'll not again fill up any of ur forms...because u guys are retards and can't understand a simple language","Customer: @AmazonHelp Really AB? Why don't you shove it up somewhere appropriately and get your smartest ass people to resolve the query instead of appreciating my vocab...I would love to meet u in person and would like to thank u..let me know when u r interested
AmazonHelp: @120701 earlier by ^PJ, ^SI or ^MJ. Kindly drop in your details using the link provided so that we can help you with a resolution 3/3 ^AB
Customer: @AmazonHelp Allrite..I understand that you are a special child, we will do it once again for you..here are the order details: 171-0365118-2187508. For one last time I m telling u, I'll not again fill up any of ur forms...because u guys are retards and can't understand a simple language","@120701 any further insight in this case. Also, please don't provide your order details as our Twitter page is visible to public. 3/3 ^AB"
other,"@AmazonHelp Allrite..I understand that you are a special child, we will do it once again for you..here are the order details: 171-0365118-2187508. For one last time I m telling u, I'll not again fill up any of ur forms...because u guys are retards and can't understand a simple language","Customer: @AmazonHelp Really AB? Why don't you shove it up somewhere appropriately and get your smartest ass people to resolve the query instead of appreciating my vocab...I would love to meet u in person and would like to thank u..let me know when u r interested
AmazonHelp: @120701 earlier by ^PJ, ^SI or ^MJ. Kindly drop in your details using the link provided so that we can help you with a resolution 3/3 ^AB
Customer: @AmazonHelp Allrite..I understand that you are a special child, we will do it once again for you..here are the order details: 171-0365118-2187508. For one last time I m telling u, I'll not again fill up any of ur forms...because u guys are retards and can't understand a simple language",@120701 don't have access to your account details over Twitter. Unless the form is filled we wouldn't be able to offer 2/3 ^AB
other,"@AmazonHelp Allrite..I understand that you are a special child, we will do it once again for you..here are the order details: 171-0365118-2187508. For one last time I m telling u, I'll not again fill up any of ur forms...because u guys are retards and can't understand a simple language","Customer: @AmazonHelp Really AB? Why don't you shove it up somewhere appropriately and get your smartest ass people to resolve the query instead of appreciating my vocab...I would love to meet u in person and would like to thank u..let me know when u r interested
AmazonHelp: @120701 earlier by ^PJ, ^SI or ^MJ. Kindly drop in your details using the link provided so that we can help you with a resolution 3/3 ^AB
Customer: @AmazonHelp Allrite..I understand that you are a special child, we will do it once again for you..here are the order details: 171-0365118-2187508. For one last time I m telling u, I'll not again fill up any of ur forms...because u guys are retards and can't understand a simple language","@120701 Posting the details here on Twitter won't help, Harshal. You need to drop them using the link sent by ^MJ as we 1/3 ^AB"
other,@AmazonHelp 9762642673 call on this number n tell him to deliver,"Customer: @AmazonHelp Hellos idiots... 9762642673 I got this number today for the delivery guy...from past 2hours he's saying he's coming in 2min...what the fuck is wrong with u shameless people...don't write words of empathy
AmazonHelp: @120701 Apologies, please fill this form: https://t.co/beaaDm0muc and we'll get back to you right away. ^SI
Customer: @AmazonHelp 9762642673 call on this number n tell him to deliver","@120701 Request you to wait till 8:00 pm for an update on delivery. Also, as you have filled the form, you will receive an email 1/2 ^RW"
other,"@AmazonHelp Ohhh so this how u treat a prime customer...unless u provide me resolution don't reply on this and also I am tagging big people from Amazon to look into it...stop send me tweets with empathy...I don't need it...m the customer, I'll go somewhere else","Customer: @AmazonHelp Ohhh come on...don't be a freak...who has kept u on the job? You are not committing a time when u would take an action? Also confirm whether you will be calling me up by today end of the day? Only if u have questions to these answers you reply...
AmazonHelp: @120701 I understand waiting could be tiresome but rest assured, the concerned team is working on a resolution for you. ^BV
Customer: @AmazonHelp Ohhh so this how u treat a prime customer...unless u provide me resolution don't reply on this and also I am tagging big people from Amazon to look into it...stop send me tweets with empathy...I don't need it...m the customer, I'll go somewhere else","@120701 As the details are shared from the link mentioned earlier, we'd get back to you soon with an update. ^BS"
refund_return,@AmazonHelp Be a man of your words and come up with a solution by today. And also I am expecting call from ur management? Is it possible..just disclose it in public forum and I'll take this with consumer court,"Customer: @AmazonHelp Just did it...I want a commitment of my product or money rite now..be a man and do the rite thing by today, either deliver or refund rite now..else I am going to consumer court with ur replies
AmazonHelp: @120701 Thank you for the confirmation. We understand the importance of this issue to you. 1/2 ^SK
Customer: @AmazonHelp Be a man of your words and come up with a solution by today. And also I am expecting call from ur management? Is it possible..just disclose it in public forum and I'll take this with consumer court",@120701 We will definitely get back to you. Request you to wait till then. Your patience here will be highly appreciated. ^SK
