candidate_intent,current_customer_message,historical_brand_response,conversation_context,escalation_signals
payment_billing,"@AmazonHelp I reported this over chat support, no estimated time provided, they only apologies for it. I want reimburse of delivery charges.",@124276 Kindly let us know the estimated delivery mentioned here: https://t.co/pYHdlcj0Ot ^SG,"Customer: @AmazonHelp My order moved to non-delivery city-haryana from correct delivery city-delhi. https://t.co/nTjMJCb8Zg
AmazonHelp: @124276 If you've reported this to our team, they'll work on this for you. Kindly wait till the estimates provided and keep us posted. ^VN
Customer: @AmazonHelp I reported this over chat support, no estimated time provided, they only apologies for it. I want reimburse of delivery charges.",explicit_support_request
payment_billing,@AmazonHelp My concern is When my package arrived in correct city-delhi in first time then why it's moved to wrong non delivery city-haryana. Explain it https://t.co/AlvIWGv7wH,"@124276 Please do not worry, the packages move according to the fulfillment center. It will be delivered as per estimates. ^HN","Customer: @AmazonHelp I reported this over chat support, no estimated time provided, they only apologies for it. I want reimburse of delivery charges.
AmazonHelp: @124276 Kindly let us know the estimated delivery mentioned here: https://t.co/pYHdlcj0Ot ^SG
Customer: @AmazonHelp My concern is When my package arrived in correct city-delhi in first time then why it's moved to wrong non delivery city-haryana. Explain it https://t.co/AlvIWGv7wH",explicit_support_request
customer_service_escalation,@AmazonHelp J’espère bien haha,@124406 C'est tout ce que votre liste de Noël contient cette année ? 😜 ^MA,"Customer: Si je dois faire un achat pour le Black Friday, ça sera la montre Samsung Gear S3. Je compte sur vous @120533
AmazonHelp: @124406 N'hésitez pas à scruter les promotions, peut-être qu'il y aura une surprise pour vous 😉 ^MA
Customer: @AmazonHelp J’espère bien haha",explicit_support_request
customer_service_escalation,"Si je dois faire un achat pour le Black Friday, ça sera la montre Samsung Gear S3. Je compte sur vous @120533","@124406 N'hésitez pas à scruter les promotions, peut-être qu'il y aura une surprise pour vous 😉 ^MA","Customer: Si je dois faire un achat pour le Black Friday, ça sera la montre Samsung Gear S3. Je compte sur vous @120533",explicit_support_request
customer_service_escalation,"Constantly getting notifications that my @115821 orders arrived when they didn’t. And the customer service agent I’m chatting with is so rude. I already canceled Fresh.. don’t want to cancel Prime, too 😐",@124653 I'm so sorry for the poor experience! What is being advised by the agent? We'd be happy to try to help in any way we can. ^WJ,"Customer: Constantly getting notifications that my @115821 orders arrived when they didn’t. And the customer service agent I’m chatting with is so rude. I already canceled Fresh.. don’t want to cancel Prime, too 😐",explicit_support_request
delivery_not_received,"@AmazonHelp The agent is advising I continue to wait. I understand that, but it’s pretty common that my orders are marked delivered when they never were. Delivery is very unreliable!",@124653 Is this occurring with a specific carrier? Have you noticed any trends when this occurs? ^CO,"Customer: Constantly getting notifications that my @115821 orders arrived when they didn’t. And the customer service agent I’m chatting with is so rude. I already canceled Fresh.. don’t want to cancel Prime, too 😐
AmazonHelp: @124653 I'm so sorry for the poor experience! What is being advised by the agent? We'd be happy to try to help in any way we can. ^WJ
Customer: @AmazonHelp The agent is advising I continue to wait. I understand that, but it’s pretty common that my orders are marked delivered when they never were. Delivery is very unreliable!","explicit_support_request, missing_delivery"
delivery_not_received,@AmazonHelp It seems to be items I order from an amazon warehouse. I’m not sure if my specific location makes a difference.. we are in Baltimore County.,@124653 Thanks for that info! Check here: https://t.co/Y5jpI9gRhE to see which carrier has the order. Let us know! ^AH,"Customer: @AmazonHelp The agent is advising I continue to wait. I understand that, but it’s pretty common that my orders are marked delivered when they never were. Delivery is very unreliable!
AmazonHelp: @124653 Is this occurring with a specific carrier? Have you noticed any trends when this occurs? ^CO
Customer: @AmazonHelp It seems to be items I order from an amazon warehouse. I’m not sure if my specific location makes a difference.. we are in Baltimore County.","explicit_support_request, missing_delivery"
delivery_delay,"Argh, Hey Amazon! WHERE IS MY PACKAGE? Arriving between Nov 1&amp;3 doesn't mean shop Nov. 2 and maybe you'll get it the next day. WTF?","@124655 If your order doesn't arrive on the 3rd by 8:00, please contact us for options: https://t.co/EKXRLsnxJu ^AF","Customer: Argh, Hey Amazon! WHERE IS MY PACKAGE? Arriving between Nov 1&amp;3 doesn't mean shop Nov. 2 and maybe you'll get it the next day. WTF?",high_frustration
payment_billing,"@AmazonHelp Amazon. I got an email stating that my orders had been stopped and that I had to enter info about the phone number, address, and card #.","@124852 Thanks for the info! In the e-mail, there should be a secure fax line to send the info to. Do you see it listed in there? ^AL","Customer: @AmazonHelp really ticked, order wont ship. 200$ worth of stuff not being shipped. Can you please help me?
AmazonHelp: @124852 I'm sorry your order hasn't shipped as expected! Is the item being shipped by Amazon or a third party seller? ^AH
Customer: @AmazonHelp Amazon. I got an email stating that my orders had been stopped and that I had to enter info about the phone number, address, and card #.",explicit_support_request
payment_billing,"@AmazonHelp No, I do t see anything.",@124852 Have you been prompted to log into your https://t.co/nUUp5MLhYl account to upload your billing information? ^TG,"Customer: @AmazonHelp Amazon. I got an email stating that my orders had been stopped and that I had to enter info about the phone number, address, and card #.
AmazonHelp: @124852 Thanks for the info! In the e-mail, there should be a secure fax line to send the info to. Do you see it listed in there? ^AL
Customer: @AmazonHelp No, I do t see anything.",explicit_support_request
customer_service_escalation,"@115850 Hello, how do I get in touch with a customer care executive? I need to talk to someone regarding the same issue I had yesterday",@124856 Our team would be happy to help you out! You can request a callback from our support team here: https://t.co/vlvfJr4nN9. ^MP,"Customer: @115850 Hello, how do I get in touch with a customer care executive? I need to talk to someone regarding the same issue I had yesterday",explicit_support_request
shipping_speed,"@AmazonHelp Thank you, your chat solved it very quickly and I do know the person who sent it! :)",@125125 Fantastic! Let us know if there's anything further we can help with! ^KN,"Customer: @115821 is there a way to track the origin of a shipment I received AT MY WORK? I received an odd delivery &amp; do not know who it came from? https://t.co/l9vb3KlJla
AmazonHelp: @125125 How odd, Jamie! Please contact us via phone or chat so we can discuss this with you directly: https://t.co/hApLpMlfHN ^MW
Customer: @AmazonHelp Thank you, your chat solved it very quickly and I do know the person who sent it! :)",explicit_support_request
refund_return,3 phone long calls later ... numerous times I repeated myself &amp; I finally have been issued a refund. Massive lack of support from @115830,@125390 I'm sorry for the poor experience. Please help us improve by filling out our Customer Satisfaction Survey sent via e-mail. ^RA,Customer: 3 phone long calls later ... numerous times I repeated myself &amp; I finally have been issued a refund. Massive lack of support from @115830,explicit_support_request
customer_service_escalation,@AmazonHelp I’m in UK - is call available?,"@125391 Sorry for the incorrect link, Stu. It sure is! You can contact the UK team here: https://t.co/JzP7hlA23B. I hope this helps! ^AD","Customer: @125392 @116439 See picture. Not showing in search. Any advice? https://t.co/WZxq9tCoCg
AmazonHelp: @125391 We'd like to investigate this with you by phone or chat! Please reach out at your convenience: https://t.co/hApLpMlfHN ^KJ
Customer: @AmazonHelp I’m in UK - is call available?",explicit_support_request
delivery_not_received,@AmazonHelp Latest is 19th for both packages - which was yesterday,@125394 We'd like to take a closer look at your delivery and review your avail options. Please contact here: https://t.co/JzP7hlA23B ^RA,"Customer: @115821 was expecting 2 packages by 16/10/17 - still not received. Ordered 10/10/17. Can you help?
AmazonHelp: @125394 Sorry to hear Bethany. What does the latest tracking advise - https://t.co/Jr1kcqQUJY ? ^TP
Customer: @AmazonHelp Latest is 19th for both packages - which was yesterday",missing_delivery
delivery_not_received,@115821 was expecting 2 packages by 16/10/17 - still not received. Ordered 10/10/17. Can you help?,@125394 Sorry to hear Bethany. What does the latest tracking advise - https://t.co/Jr1kcqQUJY ? ^TP,Customer: @115821 was expecting 2 packages by 16/10/17 - still not received. Ordered 10/10/17. Can you help?,missing_delivery
refund_return,"@AmazonHelp No options were provided, happy to email the chat transcripts.Just told different stories.I re-ordered won't receive until Friday too late.",@125402 Did we mention that the package is being returned since it's damaged? ^WJ,"Customer: @AmazonHelp I did not receive my order. I missed original delivery, cust service called me and I opted for later delivery.No delivery arrived.
AmazonHelp: @125402 Did we replace the order? When you spoke with us regarding your order, what options did we provide? ^CO
Customer: @AmazonHelp No options were provided, happy to email the chat transcripts.Just told different stories.I re-ordered won't receive until Friday too late.",explicit_support_request
refund_return,@AmazonHelp I don't think the package is damaged.Rather carrier communication issue. Why else the changing stories ?found out about return from email.,"@125402 Goodness, my apologies for the frustration! Please keep us posted on your new order. We want to help any way we can! ^KN","Customer: @AmazonHelp No options were provided, happy to email the chat transcripts.Just told different stories.I re-ordered won't receive until Friday too late.
AmazonHelp: @125402 Did we mention that the package is being returned since it's damaged? ^WJ
Customer: @AmazonHelp I don't think the package is damaged.Rather carrier communication issue. Why else the changing stories ?found out about return from email.",explicit_support_request
delivery_not_received,"Ordering from @115821 - When it works it works great. When there is a problem (""prime"" delivery not delivered after 6 days) they fall apart.","@125403 I'm sorry you don't have your order. Did we ask you to wait longer for it? If you need an update, call: https://t.co/JzP7hlA23B ^MG","Customer: Ordering from @115821 - When it works it works great. When there is a problem (""prime"" delivery not delivered after 6 days) they fall apart.",missing_delivery
delivery_not_received,"@AmazonHelp Spent over an hour on phone yesterday/today. ""Check back with us tomorrow"" been the response since last week.","@125403 Oh my! Just to clarify, what does the most recent tracking status show? https://t.co/aaDyEz1VgE ^AL","Customer: Ordering from @115821 - When it works it works great. When there is a problem (""prime"" delivery not delivered after 6 days) they fall apart.
AmazonHelp: @125403 I'm sorry you don't have your order. Did we ask you to wait longer for it? If you need an update, call: https://t.co/JzP7hlA23B ^MG
Customer: @AmazonHelp Spent over an hour on phone yesterday/today. ""Check back with us tomorrow"" been the response since last week.","explicit_support_request, missing_delivery"
other,@115821 I normally love you but the last 3 packages have been late! Which in small business terms means “I’m losing money!” WTF bro?!,@125409 I'm sorry your orders have been arriving late! Do you see this happening with a specific carrier: https://t.co/Y5jpI9gRhE? ^VS,Customer: @115821 I normally love you but the last 3 packages have been late! Which in small business terms means “I’m losing money!” WTF bro?!,high_frustration
other,"@AmazonHelp @115817 they even came to my apartment, called me then still proceeded to leave w/o delivering the package that day. Pathetic. Why even call?!",@125409 Have you spoken with the carrier directly yet about cause of delay? Some helpful info found here: https://t.co/Qo50SqaQEn ^SD,"Customer: @115821 I normally love you but the last 3 packages have been late! Which in small business terms means “I’m losing money!” WTF bro?!
AmazonHelp: @125409 I'm sorry your orders have been arriving late! Do you see this happening with a specific carrier: https://t.co/Y5jpI9gRhE? ^VS
Customer: @AmazonHelp @115817 they even came to my apartment, called me then still proceeded to leave w/o delivering the package that day. Pathetic. Why even call?!",high_frustration
delivery_not_received,@115850 @AmazonHelp How come products without being delivered getting marked delivered. Same is being communicated through mail n msg 1,@125591 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,Customer: @115850 @AmazonHelp How come products without being delivered getting marked delivered. Same is being communicated through mail n msg 1,missing_delivery
account_access,@AmazonHelp Only Facebook is linked and I rarely use Facebook. I will be changing my password and unblinking Facebook just in case,"@125594 I'm sorry this is happening. If the problem persists, you can contact us here: https://t.co/hApLpMlfHN via phone or chat. ^AY","Customer: @AmazonHelp No one besides me has access to my account
AmazonHelp: @125594 Hmm. Can you tell us what apps are linked to your account? https://t.co/PtGDfbjWsb. You may also change your password. ^AL
Customer: @AmazonHelp Only Facebook is linked and I rarely use Facebook. I will be changing my password and unblinking Facebook just in case",account_action_required
customer_service_escalation,@115850 “Delivery refused by customer msg” Text received today even nobody call me for delivery. Customer care also given false statement https://t.co/KQAS6ELsUM,"@125597 soon. Please don't provide your order details, as Our Twitter page is public.​ 2/2 ^NK",Customer: @115850 “Delivery refused by customer msg” Text received today even nobody call me for delivery. Customer care also given false statement https://t.co/KQAS6ELsUM,explicit_support_request
customer_service_escalation,@115850 “Delivery refused by customer msg” Text received today even nobody call me for delivery. Customer care also given false statement https://t.co/KQAS6ELsUM,@125597 Sorry for the hassle. I’d like to assist you. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you 1/2 ^NK,Customer: @115850 “Delivery refused by customer msg” Text received today even nobody call me for delivery. Customer care also given false statement https://t.co/KQAS6ELsUM,explicit_support_request
customer_service_escalation,"Just love it when @81 says they attempted an @115821 delivery to my place, yet I did not hear my door knock or receive a buzz on my intercom or get a phone call. Oh and no 'We Missed You' notice left. Thanks for trying....NOT.",@125692 I'm so sorry for the trouble with your package delivery. Have you reached out to FedEx to discuss this delivery attempt? ^ST,"Customer: Just love it when @81 says they attempted an @115821 delivery to my place, yet I did not hear my door knock or receive a buzz on my intercom or get a phone call. Oh and no 'We Missed You' notice left. Thanks for trying....NOT.",explicit_support_request
product_device_issue,@AmazonHelp The home listening on my phone. I pay the $3 a month for unlimited i believe?,"@125883 If you have the Echo Unlimited subscription, then you can only listen through your Echo or your phone, one at a time. ^JD","Customer: @AmazonHelp can u listen to amazon music on more than one device at a time?
AmazonHelp: @125883 Great question! Just to clarify, are you speaking of Prime Music or Amazon Music Unlimited? ^AC
Customer: @AmazonHelp The home listening on my phone. I pay the $3 a month for unlimited i believe?",explicit_support_request
account_access,@AmazonHelp That needs to be fixed. If a household has one prime account but a husband/wife want to listen on different devices they cant. 😡😡😡,@125883 We do have the option for Amazon Music Unlimited Family Plan. For more info visit here: https://t.co/J2qs1wZQTx ^AC,"Customer: @AmazonHelp The home listening on my phone. I pay the $3 a month for unlimited i believe?
AmazonHelp: @125883 If you have the Echo Unlimited subscription, then you can only listen through your Echo or your phone, one at a time. ^JD
Customer: @AmazonHelp That needs to be fixed. If a household has one prime account but a husband/wife want to listen on different devices they cant. 😡😡😡",explicit_support_request
product_device_issue,"@AmazonHelp Yes I have, did those before contacting customer services","@126332 Please keep us posted on your deliveries, Elanor. ^KN","Customer: @AmazonHelp Fiancé. Told by customer service to wait 24 hours. My fiancé has no presents to open when he gets home from work
AmazonHelp: @126332 Have you already tried a few of these troubleshooting steps for locating these parcels: https://t.co/fNj2BBBncC? ^WM
Customer: @AmazonHelp Yes I have, did those before contacting customer services",failed_self_service
account_access,"@115821 Dear friends, I cannot possibly sign in to my account; I have tried changing my password a bunch of times now to no avail, heeeelp!","@126338 I'm sorry for the trouble. We'd like to help sort this out, please contact us here: https://t.co/RI6XhXwqRM ^CO","Customer: @115821 Dear friends, I cannot possibly sign in to my account; I have tried changing my password a bunch of times now to no avail, heeeelp!",account_action_required
delivery_not_received,@AmazonHelp AMZL US,@126701 Thank you! I would like someone from our Social Media team look into this. Please reach out to us: https://t.co/6q5bUmmmyY. ^AL,"Customer: @AmazonHelp It was suppose to be delivered on October. 27 https://t.co/emJmajNGNG
AmazonHelp: @126701 I'm sorry you haven't received your package! Can you tell us who the carrier is? Found here: https://t.co/q4LAMZ3tbE ^AC
Customer: @AmazonHelp AMZL US",missing_delivery
delivery_not_received,"@AmazonHelp Yes, of course. Now need to claim from @126705 but need proof of posting from seller, which is impossible to obtain.",@126704 Let's look into this with you in real time. Please click here: https://t.co/JzP7hlA23B so we can further assist. Thanks! ^NM,"Customer: @115830 Recent Prime order not received. @126705 says delivered. How to obtain proof of posting needed to claim from @126705? Thx.
AmazonHelp: @126704 I'm sorry for the poor delivery experience! Have you tried the steps listed here: https://t.co/sMu51SlSdj? Let us know! ^TG
Customer: @AmazonHelp Yes, of course. Now need to claim from @126705 but need proof of posting from seller, which is impossible to obtain.",missing_delivery
delivery_not_received,@115830 Recent Prime order not received. @126705 says delivered. How to obtain proof of posting needed to claim from @126705? Thx.,@126704 I'm sorry for the poor delivery experience! Have you tried the steps listed here: https://t.co/sMu51SlSdj? Let us know! ^TG,Customer: @115830 Recent Prime order not received. @126705 says delivered. How to obtain proof of posting needed to claim from @126705? Thx.,missing_delivery
refund_return,@AmazonHelp Tried that. Just asks me to contact seller first. That's why I came to twitter. But different people keep responding so I'm getting nowhere.,@126707 When you go to contact us via link provided by ^KJ check the check box to the left of the item to get more contact options. ^AJ,"Customer: @AmazonHelp Just that they will either refund me 50% of what I paid for the coat or they send me another. When I asked if I'd be paying for another
AmazonHelp: @126707 We'd like to help you get this sorted out! Please get in touch with us by phone or chat: https://t.co/hApLpMlfHN ^KJ
Customer: @AmazonHelp Tried that. Just asks me to contact seller first. That's why I came to twitter. But different people keep responding so I'm getting nowhere.",explicit_support_request
refund_return,@AmazonHelp My issue was handle and refund granted through your AZGuarantee but no mention of what I'm suppose to do with the coat. Will a tag be sent so that I can return it or do I just keep it? Thanks,"@126707 If an A-to-Z claim was granted, feel free to discard or donate the coat. What you do with it is up to you. ^ZW","Customer: @AmazonHelp Just that they will either refund me 50% of what I paid for the coat or they send me another. When I asked if I'd be paying for another
AmazonHelp: @126707 We'd like to help you get this sorted out! Please get in touch with us by phone or chat: https://t.co/hApLpMlfHN ^KJ
Customer: @AmazonHelp My issue was handle and refund granted through your AZGuarantee but no mention of what I'm suppose to do with the coat. Will a tag be sent so that I can return it or do I just keep it? Thanks",explicit_support_request
other,Furious with @AmazonHelp &amp; @115817. Why does the customer have to pay for their lack of communication? #WhereIsMyPackage? 😡😡😡😡😡,"@126719 So sorry for the frustration! Without providing any account information, can you tell us more about the issue? ^AD",Customer: Furious with @AmazonHelp &amp; @115817. Why does the customer have to pay for their lack of communication? #WhereIsMyPackage? 😡😡😡😡😡,high_frustration
refund_return,@AmazonHelp exp 10.27 arrived in PR 10.25 returned 10.28 no new tracking info by @115817 even after inquiring to @AmazonHelp about it within the time frame,@126719 I'm so sorry for the frustrating experience. Have you received a confirmation of the refund request via e-mail? ^MJ,"Customer: Furious with @AmazonHelp &amp; @115817. Why does the customer have to pay for their lack of communication? #WhereIsMyPackage? 😡😡😡😡😡
AmazonHelp: @126719 So sorry for the frustration! Without providing any account information, can you tell us more about the issue? ^AD
Customer: @AmazonHelp exp 10.27 arrived in PR 10.25 returned 10.28 no new tracking info by @115817 even after inquiring to @AmazonHelp about it within the time frame",high_frustration
refund_return,@115850 Seems like I should ask money from your CEO,@126720 Did you check the correspondence from our Social Medis Team here: https://t.co/DTSNmGldJf. Do keep us posted. ^CB,"Customer: @115850 Your customer care is not ready for return pickup.Useless customer care.
Customer: @115850 I have couriered the product but now courier charges are rejected by Amazon customer care.
Customer: @115850 Seems like I should ask money from your CEO",high_frustration
refund_return,@115850 I have couriered the product but now courier charges are rejected by Amazon customer care.,@126720 I'm sorry to hear this. Kindly reply to our correspondence regarding this and we'll check this further for you. ^VN,"Customer: @115850 your customer service is shit.Product is available for return till 2 Nov.But your customer care not ready to return .Shit service
Customer: @115850 Your customer care is not ready for return pickup.Useless customer care.
Customer: @115850 I have couriered the product but now courier charges are rejected by Amazon customer care.",high_frustration
refund_return,@115821 this is ridiculous! My drum head came in a broken box and is warped and ripped https://t.co/gqxCT5oUXa,@126722 I'm sorry your order arrived damaged. You can view your available options here: https://t.co/2P2S6QOiUd ^CO,Customer: @115821 this is ridiculous! My drum head came in a broken box and is warped and ripped https://t.co/gqxCT5oUXa,high_frustration
shipping_speed,"@AmazonHelp I'd at least like the option to pick it up. I don't mind the delay in delivery, these things happen. I do mind being told it's coming late in the evening, waiting around for 2 days in a row, all for nothing! @124285 contact number redirects to Deutschpost who can't help me! 😕",@126911 Please contact us by phone using the link ^JM provided so we can look into options. ^JF,"Customer: @AmazonHelp Today was the following business day! And I set my work address as delivery - normal i think for signed delivery, and 20:00 eta 2 days in a row, hours of my time lost waiting in office for nothing :( DHL on site says '2nd delivery will be attempted' despite it now being 3rd!
AmazonHelp: @126911 I'm sorry for the wait! We'd like to look at available options with you. Please reach us by phone here: https://t.co/JzP7hlA23B ^JM
Customer: @AmazonHelp I'd at least like the option to pick it up. I don't mind the delay in delivery, these things happen. I do mind being told it's coming late in the evening, waiting around for 2 days in a row, all for nothing! @124285 contact number redirects to Deutschpost who can't help me! 😕",explicit_support_request
delivery_not_received,"@115850 @AmazonHelp @AmazonHelp Got my product 5 days when ordered by Amazon prime, where you promise 1-2 days delivery. Bad experience, false promises.","@126980 We apologize for the delay. Surely I'll update this to the team internally, so that we work on it. ^PR","Customer: @115850 @AmazonHelp Ordered #oneplus5 on 21oct wid #amazonprime 1day delivery. Not received yet. #frustrating #CustomerExperience https://t.co/TyH8blX6qk
Customer: @115850 @AmazonHelp @AmazonHelp Got my product 5 days when ordered by Amazon prime, where you promise 1-2 days delivery. Bad experience, false promises.",missing_delivery
customer_service_escalation,"@AmazonHelp No, I spoke to I've of your advisors (in picture) and I was expecting a reply some hours ago and still havent heard anything? https://t.co/Y8LmUjsSqa","@126981 Hi John, have you double-checked your spam and junk folders? Messages can get caught there sometimes. ^BL","Customer: @AmazonHelp Thanks, do you have a live chat option where I can discuss what I can do next?
AmazonHelp: @126981 We do. Just click the link here and follow the prompts. https://t.co/JzP7hlA23B ^EM
Customer: @AmazonHelp No, I spoke to I've of your advisors (in picture) and I was expecting a reply some hours ago and still havent heard anything? https://t.co/Y8LmUjsSqa",explicit_support_request
customer_service_escalation,"@AmazonHelp Thanks, do you have a live chat option where I can discuss what I can do next?",@126981 We do. Just click the link here and follow the prompts. https://t.co/JzP7hlA23B ^EM,"AmazonHelp: @126981 Hi John, we have A-to-z Guarantee coverage for third-party seller orders. Here is more info: https://t.co/SbXtYCXxMz ^CM
Customer: @AmazonHelp Thanks, do you have a live chat option where I can discuss what I can do next?",explicit_support_request
other,@115830 stop with the crazy excess packaging. #waste #environment https://t.co/24Ph7eyF6M,@126982 So sorry! Our packaging team would love to hear your feedback! You can complete that here: https://t.co/BPG47gr0q7 ^LS,Customer: @115830 stop with the crazy excess packaging. #waste #environment https://t.co/24Ph7eyF6M,high_frustration
customer_service_escalation,@AmazonHelp It says that “An error occurred while processing your order try again later”,@126985 I´m sorry to hear that. :( Please get in touch with my colleagues: https://t.co/ohyvGrpvrY They are pleased to assist you. ^SI,"AmazonHelp: @126985 Which Amazon website did you use? Are you currently in Germany or in another country? Can you buy it with your mobile phone? ^MH
Customer: @AmazonHelp I’m in Germany and use the German site, tried buying it with my Phone but also a error message comes up. https://t.co/mMRHfYVPpt
Customer: @AmazonHelp It says that “An error occurred while processing your order try again later”",explicit_support_request
account_access,@AmazonHelp That is the problem! I cant access on my account because still on hold! I dont know why! Have a chat for customer service?,@126979 I'm sorry! Use this instead: https://t.co/jzvkhdlrK5 Our phone # will populate when you choose the reason for calling. ^KN,"Customer: Address verification?Anyone fix it! My billing address is correct and I sended already my bank statemend but nothing happens @115821
AmazonHelp: @126979 We'd like to look into this further with you! When you have a chance, please reach out to us here: https://t.co/hApLpMlfHN ^VB
Customer: @AmazonHelp That is the problem! I cant access on my account because still on hold! I dont know why! Have a chat for customer service?",explicit_support_request
account_access,@AmazonHelp someone hacked onto my amazon account and changed the email and password what do i do????,@127181 We'd like to help get this looked into for you. Please reach out to us by phone at this link here: https://t.co/NwMGmeB9g2 ^VS,Customer: @AmazonHelp someone hacked onto my amazon account and changed the email and password what do i do????,account_action_required
customer_service_escalation,@AmazonHelp I'm not getting any emails or updates from Amazon support. Useless service. After repeated follow ups gets single reply to wait,@127186 you as soon as we receive an update from them. 2/2 ^SH,"Customer: @AmazonHelp Got call from Mi saying warranty expired and can't claim now. As the issue raised before expiry ask to deal with Amazon. Now resolution at u
AmazonHelp: @127186 to access your details here. 2/2 ^RS
Customer: @AmazonHelp I'm not getting any emails or updates from Amazon support. Useless service. After repeated follow ups gets single reply to wait",high_frustration
customer_service_escalation,@AmazonHelp I'm not getting any emails or updates from Amazon support. Useless service. After repeated follow ups gets single reply to wait,"@127186 I'm sorry it is taking longer than expected. We've escalated the issue to our concerned team, we'll get back to 1/2 ^SH","Customer: @AmazonHelp Got call from Mi saying warranty expired and can't claim now. As the issue raised before expiry ask to deal with Amazon. Now resolution at u
AmazonHelp: @127186 to access your details here. 2/2 ^RS
Customer: @AmazonHelp I'm not getting any emails or updates from Amazon support. Useless service. After repeated follow ups gets single reply to wait",high_frustration
other,Lol ever since @116316 started working with @122924 the service has gotten ridiculously bad. Prime on time- doesn’t happen anymore!!😤😤😤,"@127574 Sorry to hear that. Do you have a recent example of a delayed order? If yes, let us know here: https://t.co/5RHhEVutwe ^MI",Customer: Lol ever since @116316 started working with @122924 the service has gotten ridiculously bad. Prime on time- doesn’t happen anymore!!😤😤😤,high_frustration
other,@AmazonHelp I’ve waited til past 8 o’clock now-here are the references: 67303131113645 &amp; 73303231558729 EVERY Hermes delivery gets delayed. No fun!,@127574 Please send us the tracking ids via the link above. We have no access to your orders via Twitter. ^MH,"Customer: Lol ever since @116316 started working with @122924 the service has gotten ridiculously bad. Prime on time- doesn’t happen anymore!!😤😤😤
AmazonHelp: @127574 Sorry to hear that. Do you have a recent example of a delayed order? If yes, let us know here: https://t.co/5RHhEVutwe ^MI
Customer: @AmazonHelp I’ve waited til past 8 o’clock now-here are the references: 67303131113645 &amp; 73303231558729 EVERY Hermes delivery gets delayed. No fun!",high_frustration
delivery_not_received,@AmazonHelp Haven't received anything!,@127580 It's not uncommon for items to ship and deliver on the same day. Let us know if you don't receive your order by 9:00pm. ^TK,"Customer: Ordered a book from @115821 over a week ago. Hasn't even shipped yet, but it's supposedly arriving in a couple of hours. 🤔
AmazonHelp: @127580 Oh no, Dylan! Have we sent you any e-mails showing there may be a possible delay? Check your spam/junk folders as well. ^SK
Customer: @AmazonHelp Haven't received anything!",missing_delivery
delivery_not_received,@AmazonHelp Still no book 😔 https://t.co/5MSDjN3MPa,"@127580 I'm sorry you haven't received your book yet, we appreciate your patience. Have you received any e-mail updates? ^EB","Customer: @AmazonHelp Haven't received anything!
AmazonHelp: @127580 It's not uncommon for items to ship and deliver on the same day. Let us know if you don't receive your order by 9:00pm. ^TK
Customer: @AmazonHelp Still no book 😔 https://t.co/5MSDjN3MPa",missing_delivery
account_access,"@AmazonHelp Going to have to call support as it wont let me change my password, same thing happened less than two weeks ago.","@127582 Oh no! I'm sorry about this inconvenience, Alex! You can reach out to us here: https://t.co/zYVX1Qi29G ^HM","Customer: Just tried to order from @115821 for the first time since my account was unlocked annnnnnnnnnnd it's now locked again and my order has been cancelled. FFS
AmazonHelp: @127582 I'm sorry to hear this! Have you received an email from our Account Specialists? Be sure to check your junk/spam folder! ^ME
Customer: @AmazonHelp Going to have to call support as it wont let me change my password, same thing happened less than two weeks ago.",account_action_required
account_access,@AmazonHelp I've called support and it's been moved to an 'account specialist' just like last time as apparently I didn't call when this happened before (which I did three times). Just very frustrated this happens whenever I try and place an order.,@127582 I'm sorry for the frustration. Please keep an eye on your e-mail for a response from the account specialist. ^HM,"Customer: @AmazonHelp Going to have to call support as it wont let me change my password, same thing happened less than two weeks ago.
AmazonHelp: @127582 Oh no! I'm sorry about this inconvenience, Alex! You can reach out to us here: https://t.co/zYVX1Qi29G ^HM
Customer: @AmazonHelp I've called support and it's been moved to an 'account specialist' just like last time as apparently I didn't call when this happened before (which I did three times). Just very frustrated this happens whenever I try and place an order.",account_action_required
customer_service_escalation,@AmazonHelp I'm not sure wether or not he has tried calling you he works nights so sleeps during the day so will get him to phone in the morning,@127738 Alright! Please keep us updated! ^WT,"Customer: @AmazonHelp No it's with all carriers on your website he has tried to change it and it keeps coming up wrong
AmazonHelp: @127738 Have you tried reaching out to us via phone here: https://t.co/hApLpMlfHN? If so, what information or options were given? ^KP
Customer: @AmazonHelp I'm not sure wether or not he has tried calling you he works nights so sleeps during the day so will get him to phone in the morning",explicit_support_request
customer_service_escalation,@AmazonHelp How can I reach out to you guys via phone or chat?,@127743 You can reach us via phone or chat here: https://t.co/JzP7hlA23B. Hope this helps! ^SK,"Customer: @AmazonHelp it has entered the dispatch process just today and email says sending to old address even though I made the address change days ago!
AmazonHelp: @127743 So sorry about that! Have you tried reaching out to us via phone or chat so we can leave the driver delivery instructions? ^LS
Customer: @AmazonHelp How can I reach out to you guys via phone or chat?",explicit_support_request
other,@127748 @115850 @AmazonHelp @115821 @121899 Never purchase TCL led . Worst services after sales. Amazon didn't help me even.,"@121898 As informed earlier, request you to please get back to us with a service denial letter and we'll definitely look into this. ^MK",Customer: @127748 @115850 @AmazonHelp @115821 @121899 Never purchase TCL led . Worst services after sales. Amazon didn't help me even.,"failed_self_service, high_frustration"
